student_names,phone_no.,math,physics,chemistry,grade,comment,roll_no.,school_name,student_address
Emily Fletcher,9520108608,33,85,21,D,Poor Pursuance,522440,Martin Luther School,"915 Katherine Corners Apt. 029, Rhodesfurt, AR 60668"
Vicki Rivers,9590207593,27,32,70,D,Poor Pursuance,588817,Martin Luther School,"USNS Davis, FPO AP 42734"
James Greene,9812932792,86,64,47,B,Average Performance,503463,Martin Luther School,"480 Guzman Point Apt. 416, Lake Thomas, UT 12912"
Jennifer Johnson,9723144797,80,64,69,B+,Good Pursuance,569675,Martin Luther School,"315 Donald Terrace Apt. 947, Charleshaven, UT 68703"
Juan Mosley,9767793126,74,87,64,B+,Good Pursuance,583085,Martin Luther School,"702 Devin Forest Apt. 151, New Jessica, MI 78889"
Valerie Jones,9241873575,40,15,32,F,Failed,552041,Martin Luther School,"756 Austin Gateway Suite 462, South Janet, KS 58205"
James Harris,9739275830,78,83,25,B,Average Performance,576099,Martin Luther School,"003 Erica Motorway Suite 239, North Tammie, AL 94652"
Kaitlyn Delgado,9363462972,93,41,49,B,Average Performance,540105,Martin Luther School,"269 Smith Spurs Suite 706, East Jose, KY 88960"
John Clark,9472943858,91,22,68,C,Below Average Achivement,524017,Martin Luther School,"3078 Dennis Lodge, South Kelly, VT 25180"
Jacqueline Gomez,9368936567,75,25,92,B,Average Performance,514277,Martin Luther School,"2482 Davis Grove Apt. 707, East Terryside, IA 16387"
Mary Bell,9933942770,18,30,24,F,Failed,589725,Martin Luther School,"59023 Patton Drive Suite 043, Karenshire, OK 53545"
Anthony Peters,9897053813,64,53,63,C,Below Average Achivement,507391,Martin Luther School,"6433 Kevin Circle Apt. 159, Garciamouth, WY 99811"
Lisa Singh,9625365854,60,50,29,D,Poor Pursuance,561025,Martin Luther School,"1650 Julia Corner Suite 011, Alvaradofort, NV 21323"
Margaret Carroll,9871204790,85,18,67,C,Below Average Achivement,549491,Martin Luther School,"8418 Johnston Mill, Lake Gabriel, HI 70909"
Cynthia Russo,9782690798,14,76,54,D,Poor Pursuance,528948,Martin Luther School,"72578 Sierra Estates, Johnberg, VI 17252"
Megan Casey,9526201882,68,67,67,B,Average Performance,562769,Martin Luther School,"406 Christopher Centers Suite 841, Simmonsmouth, CA 08065"
Dana Snyder,9676679319,29,75,25,D,Poor Pursuance,547062,Martin Luther School,"887 Allen Forges, South Sheliahaven, WI 06709"
Ashley Wright,9185767280,97,76,64,B+,Good Pursuance,553601,Martin Luther School,"05122 James Island Suite 502, Kaufmanburgh, LA 89067"
Ryan Watkins,9522738390,100,20,35,C,Below Average Achivement,599600,Martin Luther School,"697 Nicole Forks, Port Mikeside, AR 44316"
Mr. Michael Meyer III,9206801804,88,86,32,B,Average Performance,512299,Martin Luther School,"54737 Hill Row, South Lisastad, MD 04313"
Gina Henderson,9190811065,80,36,83,B,Average Performance,546123,Martin Luther School,"PSC 5165, Box 8010, APO AA 29717"
Nicole Jackson,9537544347,94,90,74,A,Very Good Achivement,531286,Martin Luther School,"1252 Diana Mount Apt. 573, West Evan, DE 90524"
Kenneth Martin,9882173652,88,75,46,B,Average Performance,545147,Martin Luther School,"8969 Samantha Station, New Abigail, NH 32955"
Steven Dorsey,9208241448,13,48,84,D,Poor Pursuance,569153,Martin Luther School,"3521 Robert Summit, Andrewsfurt, AL 84186"
Philip Nguyen,9929898051,86,87,67,B+,Good Pursuance,536664,Martin Luther School,"38839 Teresa River, New Nichole, MO 60253"
Jenny Gonzalez,9819460105,11,99,35,D,Poor Pursuance,566851,Martin Luther School,"6821 Nielsen Fork Apt. 033, Nathanielstad, SC 03418"
Richard Chen,9999818844,31,61,89,C,Below Average Achivement,591903,Martin Luther School,"703 Elizabeth Street, Jacobsonberg, IN 80862"
Bryan Gonzalez,9326340871,80,24,47,D,Poor Pursuance,583784,Martin Luther School,"2340 Allen Squares, Dylantown, ID 55891"
Philip Smith,9599554386,63,95,12,C,Below Average Achivement,533772,Martin Luther School,"192 Mckay Course, East Victorhaven, SC 18173"
Bryan Stephens,9133679572,67,50,51,C,Below Average Achivement,560039,Martin Luther School,"459 Jamie Stravenue, South Kristen, CA 67613"
Brandy Pena,9344809369,57,62,29,D,Poor Pursuance,532686,Martin Luther School,"41288 Sandra Parkways, North Lisa, IL 59764"
Austin Conner,9289227903,65,49,32,D,Poor Pursuance,501765,Martin Luther School,"PSC 8956, Box 7243, APO AE 94270"
Aaron Myers,9366662180,60,12,61,D,Poor Pursuance,523616,Martin Luther School,"50581 Garza Wall Suite 146, West Kimberlyburgh, VI 37413"
Tanya Charles,9220481663,19,64,34,D,Poor Pursuance,524701,Martin Luther School,"017 Jeffrey Plains Suite 241, Adamsstad, ME 32989"
Linda Edwards,9234005572,13,68,59,D,Poor Pursuance,582609,Martin Luther School,"23294 Lisa Extensions Suite 452, New Andrea, MI 28710"
Michael Grimes,9150438038,60,91,78,B+,Good Pursuance,562078,Martin Luther School,"7231 Anderson Plain, Vargasburgh, MD 32516"
Laurie Reyes,9417740224,90,26,42,C,Below Average Achivement,587587,Martin Luther School,"349 Ryan Branch, Lake Jesseshire, SD 50504"
Lisa Johnson,9267671296,43,52,84,C,Below Average Achivement,581386,Martin Luther School,"78967 Luis Point Apt. 263, West Emily, NC 32333"
Vanessa Frazier,9644558053,28,73,40,D,Poor Pursuance,543655,Martin Luther School,"14415 Sarah Groves, East Valerie, KS 74893"
Mr. Christopher Brown,9200720916,94,59,66,B+,Good Pursuance,578583,Martin Luther School,"3487 Kristina Parks, Lake Stephen, PR 54283"
Kendra Hunter,9119265252,57,88,12,C,Below Average Achivement,529080,Martin Luther School,"Unit 7403 Box 3309, DPO AE 20519"
Amanda Johnson,9054958797,31,14,66,D,Poor Pursuance,515841,Martin Luther School,"PSC 7983, Box 0870, APO AE 23729"
Matthew Levy,9972265673,99,42,88,B+,Good Pursuance,527027,Martin Luther School,"9434 Humphrey Fields Apt. 168, South Andrew, NE 33394"
Steven Morton,9695105007,32,72,67,C,Below Average Achivement,570650,Martin Luther School,"PSC 8523, Box 7249, APO AE 12498"
Darren Booth,9569447079,50,11,78,D,Poor Pursuance,572996,Martin Luther School,"611 Bell Skyway Apt. 616, Lake Jennifer, PR 82036"
James Scott,9120499775,42,51,86,C,Below Average Achivement,504998,Martin Luther School,"845 Simpson Fields, Millertown, ME 54006"
Erin Phelps,9324699570,56,78,80,B+,Good Pursuance,502615,Martin Luther School,"676 Hernandez Trafficway Suite 153, Josephmouth, PA 62139"
William Valentine,9568952343,71,30,31,D,Poor Pursuance,530038,Martin Luther School,"22079 Scott Motorway, South Sethview, MD 42138"
Jane Santiago,9323253959,76,53,67,B,Average Performance,597569,Martin Luther School,"208 Clark Parks, Smithstad, SD 55384"
Mark Nielsen,9487850853,40,48,85,C,Below Average Achivement,511103,Martin Luther School,"94328 Miranda Key, Valdezshire, GU 18413"
Patricia Huber,9791869011,12,99,71,C,Below Average Achivement,589569,Martin Luther School,"19057 Candice Course Suite 587, New Catherineton, ME 18552"
Tina Calderon,9808868419,74,72,32,C,Below Average Achivement,599451,Martin Luther School,"272 Benjamin Groves Suite 960, East Alexis, VA 33621"
Lisa Lucas,9140850367,51,24,95,C,Below Average Achivement,563377,Martin Luther School,"085 Johnson Circles Apt. 092, South Paul, HI 52795"
Dana Brown,9639883723,92,49,99,B+,Good Pursuance,589764,Martin Luther School,"39246 Foster Orchard Suite 581, Howardchester, NE 15778"
Jasmin Anderson,9834030540,37,81,59,C,Below Average Achivement,573913,Martin Luther School,"674 Pamela Island Apt. 829, Brandonport, ND 62468"
Deborah Thomas,9099243674,49,49,90,B,Average Performance,585360,Martin Luther School,"572 Stephanie Land, Kristahaven, SD 69722"
Dominic Lopez,9467044433,28,71,64,C,Below Average Achivement,510784,Martin Luther School,"55369 Adam Walks Apt. 008, East Jeffrey, MA 76565"
Nathaniel Taylor,9615791728,71,65,17,C,Below Average Achivement,552117,Martin Luther School,"58319 Allen Plains Apt. 130, East Angelashire, OK 91150"
William Dillon,9655676439,60,44,97,B,Average Performance,526817,Martin Luther School,"586 Sandoval Walks Apt. 754, Cooperland, CO 94774"
Alexander Brown,9830352706,60,63,92,B+,Good Pursuance,568387,Martin Luther School,"8410 Brandon Cape Apt. 815, Johnsonville, NJ 91214"
Michael Smith,9490622833,92,61,96,A,Very Good Achivement,565526,Martin Luther School,"44310 Lauren Mill, North Leslie, VA 82886"
Ronnie Schroeder,9924593360,86,23,32,D,Poor Pursuance,576982,Martin Luther School,"914 Campbell Estate Suite 751, East Spencermouth, SC 72755"
Christopher Nichols,9940911046,65,85,27,C,Below Average Achivement,596214,Martin Luther School,"273 Alan Terrace Suite 783, Reedtown, CO 10928"
Emily Bauer,9035442084,30,13,30,F,Failed,516966,Martin Luther School,"53298 Emily Causeway, Lake Shellybury, AR 36321"
Matthew Haas,9984663071,16,45,77,D,Poor Pursuance,541127,Martin Luther School,"742 Khan Port Apt. 049, Jacksonmouth, SD 67654"
Lori Miranda,9366736424,34,11,44,F,Failed,595141,Martin Luther School,"4625 Garrett Keys Suite 284, East Andreachester, NE 30878"
Tasha Fischer,9283484226,73,88,87,A,Very Good Achivement,576998,Martin Luther School,"7394 Hernandez Light, Villegasville, VT 94662"
Clinton Schroeder,9242447533,84,58,36,C,Below Average Achivement,591166,Martin Luther School,"47345 Brown Drive, Rebeccaport, TN 12173"
Eric Esparza,9817391372,11,87,27,D,Poor Pursuance,547728,Martin Luther School,"9202 Francis Harbor Suite 225, Alexanderville, RI 20555"
Tammy Taylor,9187689801,75,44,92,B,Average Performance,544801,Martin Luther School,"60120 Price Lock, Jamesshire, PA 19158"
Jeremy Fitzpatrick,9835944398,66,91,97,A,Very Good Achivement,574182,Martin Luther School,"66513 Mark Avenue, Port Jacobbury, PR 80400"
Joshua Ortiz MD,9655291429,44,50,38,D,Poor Pursuance,525283,Martin Luther School,"56886 Sarah Islands Suite 552, Lake Eric, MO 89454"
Dave Black,9737075670,30,49,88,C,Below Average Achivement,556347,Martin Luther School,"30879 Caldwell Summit, North Christopher, MO 87310"
Courtney Gonzalez,9098678444,55,91,12,C,Below Average Achivement,571449,Martin Luther School,"312 Meghan Terrace, Lake Victoria, KY 88266"
Lauren Cain,9194498830,13,38,33,F,Failed,558399,Martin Luther School,"13909 Robert Plaza, Thomasburgh, AL 60690"
Erica Meza,9767241599,73,53,90,B+,Good Pursuance,581946,Martin Luther School,"995 Ray Locks Apt. 368, New Sheliaville, MP 00623"
Victor Carson,9582901619,74,29,35,D,Poor Pursuance,581376,Martin Luther School,"54105 Pierce Square, East Lucashaven, RI 26129"
Steven Francis,9324130058,89,58,84,B+,Good Pursuance,558053,Martin Luther School,"1761 Bridget Square, Port Candicebury, PA 15924"
Vanessa Gay,9639952600,13,74,69,C,Below Average Achivement,509158,Martin Luther School,"4518 Billy Ford, Velazquezview, RI 66259"
Alan Kerr,9099057054,32,32,51,D,Poor Pursuance,574250,Martin Luther School,"04664 Green Stream Suite 470, Rubioborough, NE 44660"
Michael Hawkins,9629691934,94,20,99,B+,Good Pursuance,557783,Martin Luther School,"USNV Padilla, FPO AA 56862"
Jennifer Anderson,9606432893,80,55,76,B,Average Performance,588498,Martin Luther School,"598 Sloan Parks Suite 339, Wonghaven, AL 08710"
Christina Hogan,9324323756,36,13,71,D,Poor Pursuance,559949,Martin Luther School,"99653 Stewart Park, Lake Meganfort, MN 73598"
David Morrow,9879877032,55,44,47,D,Poor Pursuance,570438,Martin Luther School,"0235 Victoria Harbors, Caseyton, NC 95495"
Miguel Anderson,9035143554,10,50,35,F,Failed,598167,Martin Luther School,"Unit 2422 Box 8297, DPO AA 76750"
Carol Gonzalez,9652980313,53,65,34,D,Poor Pursuance,540102,Martin Luther School,"257 Jenny Ports, Michaelfort, NM 50319"
Edward Estrada,9516901459,76,64,59,B,Average Performance,530991,Martin Luther School,"697 Lori Island Suite 118, South Michelle, MA 21480"
Marc Fisher,9642079218,12,41,62,D,Poor Pursuance,525233,Martin Luther School,"8060 Williams Center, West Thomasport, KY 99940"
Zachary Wilson,9566193296,15,44,51,D,Poor Pursuance,579065,Martin Luther School,"070 Schwartz Ranch Apt. 195, East Jacquelineport, OK 64876"
Richard Keith,9779371548,60,61,23,D,Poor Pursuance,560282,Martin Luther School,"3274 Jason Burgs, Jasonberg, MD 21283"
Chris Coffey,9823922584,24,58,66,D,Poor Pursuance,572874,Martin Luther School,"0767 Holmes Wells, Port Jasonchester, VI 72814"
Jonathan Smith,9473563209,37,38,20,F,Failed,579371,Martin Luther School,"5376 Campbell Square Apt. 384, South Michellehaven, PW 12489"
Matthew Singh,9494630065,76,72,44,B,Average Performance,574154,Martin Luther School,"2923 Lewis Plains, New Ashleyview, AK 30032"
Joseph Vasquez,9793917357,60,58,62,C,Below Average Achivement,529155,Martin Luther School,"398 Nelson Grove, Sherriland, SC 75333"
Melissa White,9520864684,43,21,15,F,Failed,577261,Martin Luther School,"444 Campos Underpass, South Thomaschester, SD 69325"
Hannah Hess,9468366491,51,60,63,C,Below Average Achivement,524584,Martin Luther School,"994 Richard Wells, South Anna, SD 87837"
Sheila Thomas,9297496487,36,97,64,B,Average Performance,548371,Martin Luther School,"8702 Tara Forks Suite 267, West Jeanne, MH 68953"
Larry Reed,9232086226,35,95,38,C,Below Average Achivement,565919,Martin Luther School,"965 Renee Trail Suite 987, West Katherine, NE 56894"
William Valentine,9613876259,11,35,59,D,Poor Pursuance,578416,Martin Luther School,"835 Paul Mills, North Aprilville, CO 13593"
Matthew Dunn,9072933035,84,94,52,B+,Good Pursuance,527116,Martin Luther School,"PSC 0578, Box 0010, APO AA 12361"
Ashley Sutton,9824203590,77,86,42,B,Average Performance,550258,Martin Luther School,"501 Howell Ferry, Lake Johnberg, FM 29468"
Jennifer Gould,9956451082,47,81,82,B,Average Performance,513323,Martin Luther School,"1908 Cox Lodge, Perryport, HI 37104"
Ricky Allen,9220823022,20,59,96,C,Below Average Achivement,591973,Martin Luther School,"15888 Brenda Fort, Michellefurt, FM 42573"
Kyle James,9541152129,78,90,100,A,Very Good Achivement,546858,Martin Luther School,"038 David Radial Apt. 399, East Ryan, GU 46094"
Carla Cox,9590748962,64,22,74,C,Below Average Achivement,593207,Martin Luther School,"49250 Carroll Road Suite 567, Lake Amber, CT 50127"
Zachary Price,9825783146,14,97,64,C,Below Average Achivement,585529,Martin Luther School,"PSC 2022, Box 8688, APO AP 51662"
Donna Smith,9551912527,87,23,64,C,Below Average Achivement,599937,Martin Luther School,"842 Berg Canyon Suite 994, Lake Brandy, PW 61876"
Leonard Thomas,9832703956,20,24,40,F,Failed,540403,Martin Luther School,"00047 Maria Isle Suite 498, South Andrea, ND 02877"
Rhonda Garcia,9568711917,20,69,71,C,Below Average Achivement,534919,Martin Luther School,"73135 Robinson Burg, Port Melvinland, FM 06562"
Brenda Phillips,9589394441,14,44,98,C,Below Average Achivement,510017,Martin Luther School,"76583 Waters Estates Apt. 854, South Melanieview, NJ 67573"
Lauren Carlson,9390079352,39,78,18,D,Poor Pursuance,500783,Martin Luther School,"30597 Danny Underpass, Stewartchester, VT 12460"
Steven Oliver,9257026744,65,35,19,D,Poor Pursuance,560208,Martin Luther School,"14459 Brenda Creek Apt. 286, North Jacqueline, AK 92244"
Jason Perez,9911430153,76,12,10,F,Failed,569599,Martin Luther School,"779 Mack Islands Apt. 573, East Jordanland, OH 65606"
Caitlin Noble,9316256916,94,81,22,B,Average Performance,532309,Martin Luther School,"5391 Porter Lake Apt. 037, Spencermouth, KS 25832"
Mrs. Brittany Garcia,9787772289,10,71,69,D,Poor Pursuance,549703,Martin Luther School,"72322 William Islands Apt. 828, Valdezland, NY 64786"
Mary Ryan,9564389292,31,57,79,C,Below Average Achivement,520496,Martin Luther School,"7585 Paul Forge Apt. 182, Sheltonland, DC 42744"
Lee Hernandez,9550663196,47,64,17,D,Poor Pursuance,573568,Martin Luther School,"339 Ashley Camp Apt. 458, South Joshua, VI 48384"
Patrick Barnes,9688822683,69,51,41,C,Below Average Achivement,588728,Martin Luther School,"Unit 5634 Box 6384, DPO AE 70942"
Christina Griffin,9851753980,23,97,92,B,Average Performance,572862,Martin Luther School,"1894 Mckenzie Bridge Suite 901, Lake Christinafurt, NM 16049"
Michelle Dudley,9122692049,92,39,94,B+,Good Pursuance,518943,Martin Luther School,"2989 Emily Station Apt. 115, North Megan, WV 46222"
Priscilla Gonzales,9562670658,81,27,52,C,Below Average Achivement,511543,Martin Luther School,"Unit 9814 Box 0273, DPO AE 80449"
Dennis Hughes,9123764656,95,23,71,B,Average Performance,504572,Martin Luther School,"0336 Dougherty Plains Apt. 244, Rollinston, IN 27310"
Allen Harris,9057680700,69,77,89,B+,Good Pursuance,526779,Martin Luther School,"PSC 8686, Box 5119, APO AP 82272"
Scott Simpson,9085510668,47,90,45,C,Below Average Achivement,566970,Martin Luther School,"97230 Jones Mill Suite 525, Elizabethport, CO 77260"
Phillip Cortez,9559715181,40,66,29,D,Poor Pursuance,565059,Martin Luther School,"6955 Kevin Estates Apt. 297, Port James, ME 14101"
Morgan Brennan,9953603562,100,57,86,A,Very Good Achivement,515123,Martin Luther School,"7720 Scott Garden Apt. 717, Port Allisonburgh, LA 12060"
Micheal Rodriguez DDS,9281201988,45,75,37,C,Below Average Achivement,518905,Martin Luther School,"91306 Adam Squares Apt. 796, South Michele, NY 85245"
Neil Chavez,9644449156,22,91,47,C,Below Average Achivement,527410,Martin Luther School,"118 Sonya Causeway Apt. 659, Dylanville, CA 60663"
Ian Holmes,9127686807,38,77,61,C,Below Average Achivement,517326,Martin Luther School,"USNV Skinner, FPO AA 69731"
Vanessa Rodriguez,9479935404,86,15,89,B,Average Performance,516263,Martin Luther School,"62878 Cobb Overpass Apt. 884, Reynoldstown, WA 50344"
Marissa Ortiz,9265552092,85,14,100,B,Average Performance,505390,Martin Luther School,"176 Patricia River Apt. 516, Isaacton, DE 11784"
James Valenzuela,9362004821,33,46,17,F,Failed,532947,Martin Luther School,"4221 Rebecca Crescent, West Donna, SD 30133"
David Russell,9884323127,30,51,44,D,Poor Pursuance,514994,Martin Luther School,"10248 Lopez Brooks, West John, MA 60976"
Sheena Jones,9285204482,24,87,57,C,Below Average Achivement,559870,Martin Luther School,"5207 Curtis Port, Justinfurt, NC 59654"
Kelly Young,9513118709,16,56,45,D,Poor Pursuance,536260,Martin Luther School,"3481 Amy Corner Suite 979, Patelburgh, VT 00767"
Jessica Kramer,9456202698,75,57,23,C,Below Average Achivement,568383,Martin Luther School,"2724 Wilkinson Drives, Lake Sean, IA 05295"
Erik Walter,9558787562,79,45,94,B+,Good Pursuance,545826,Martin Luther School,"PSC 6870, Box 7966, APO AP 62626"
Jenna Fletcher,9980779141,84,88,46,B+,Good Pursuance,501177,Martin Luther School,"185 Cook River Apt. 298, Lake Adam, NE 16109"
Brian Turner,9737653082,37,65,56,C,Below Average Achivement,501025,Martin Luther School,"USS Morales, FPO AE 49379"
