student_id,full_name,date_of_birth,grade_level,emergency_contact,age,attendance_rate,hw_done_rate,avg_score,stress_level_x,anxiety_score_x,depression_score_x,sentiment_score_x,sleep_hours_x,msg_count,last_contact,stress_level_y,anxiety_score_y,depression_score_y,sentiment_score_y,sleep_hours_y
S07057,Stephanie Scott,,Grade 1,001-312-527-9433x7234,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S07058,Joseph Fletcher,2018-05-13,Grade 1,4752616409,7.0,1.0,0.0,50.0,,,,,,,,,,,,
S07059,Ryan Harris,,Grade 5,+1-541-413-6176x537,13.0,0.0,0.0,69.0,,,,,,,,,,,,
S07060,Brandon Richardson,2013-03-03,Grade 5,349-617-7421x284,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S07061,David Powell,,Grade 2,876.839.3397x1032,13.0,1.0,1.0,68.0,,,,,,,,,,,,
S07062,Wendy Carroll,2017-07-09,Grade 1,551.218.9190,8.0,0.0,1.0,54.0,,,,,,,,,,,,
S07063,Robert Mills,2016-09-27,Grade 4,488.482.4181,9.0,1.0,1.0,41.0,,,,,,,,,,,,
S07064,Theodore Turner,2013-06-24,Grade 3,264-890-7375,12.0,0.0,1.0,82.0,,,,,,,,,,,,
S07065,Sarah Cervantes,2013-09-15,Grade 1,549-965-6983x18643,12.0,0.0,0.0,63.0,,,,,,,,,,,,
S07066,Lisa Esparza,2017-08-05,Grade 1,+1-367-785-4138,8.0,0.0,0.0,65.0,,,,,,,,,,,,
S07067,Stephanie Cook,2013-12-12,Grade 2,(216)569-9179,11.0,1.0,1.0,69.0,,,,,,,,,,,,
S07068,James Oconnor,2015-01-18,Grade 2,960-261-3467x0238,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S07069,Darryl Henderson,2012-01-03,Grade 5,697-947-3191x640,13.0,0.0,1.0,59.0,,,,,,,,,,,,
S07070,Timothy Rose,2010-01-27,Grade 5,+1-410-703-4808x1971,15.0,1.0,1.0,46.0,,,,,,,,,,,,
S07071,Angel Clark,2012-06-21,Grade 5,733.249.1517,13.0,0.0,1.0,51.0,,,,,,,,,,,,
S07072,Jaime Perry,2017-08-30,Grade 4,unknown,8.0,0.0,1.0,79.0,,,,,,,,,,,,
S07073,Jonathan Hines,2016-01-23,Grade 5,795-749-2865x55418,9.0,0.0,0.0,96.0,,,,,,,,,,,,
S07074,Grace Watkins,2014-12-25,Grade 1,(394)939-4800x919,10.0,0.0,1.0,70.0,,,,,,,,,,,,
S07075,Mr. Joe Watts,2007-01-30,Grade 5,001-583-939-9604x800,18.0,0.0,1.0,87.0,,,,,,,,,,,,
S07076,kirsten roberson,2006-10-24,Grade 3,unknown,19.0,0.0,0.0,42.0,,,,,,,,,,,,
S07077,Angel Nunez,2008-03-15,Grade 3,+1-346-388-6004,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S07078,Jill Herman,2017-01-22,Grade 4,001-743-427-8572x384,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S07079,Zachary Briggs,2017-10-29,Grade 4,unknown,8.0,1.0,1.0,99.0,,,,,,,,,,,,
S07080,Natalie Clark,2014-07-27,Grade 5,2675136933,11.0,0.0,1.0,79.0,,,,,,,,,,,,
S07081,Christy Murphy,2016-10-19,Grade 5,001-501-610-5464,9.0,0.0,0.0,90.0,,,,,,,,,,,,
S07082,Jennifer Klein,2013-08-11,Grade 1,001-871-345-0446x42558,12.0,0.0,1.0,67.0,,,,,,,,,,,,
S07083,Paul Cole,2013-01-29,Grade 3,001-388-882-3904x213,12.0,1.0,0.0,85.0,,,,,,,,,,,,
S07084,Chase Jensen,2013-05-09,Grade 1,001-617-402-8491,12.0,0.0,1.0,72.0,,,,,,,,,,,,
S07085,Toni Johnson,2015-02-09,Grade 2,492.517.4801,10.0,0.0,0.0,66.0,,,,,,,,,,,,
S07086,David Davis,2012-12-07,Grade 2,(525)707-1572x039,12.0,1.0,1.0,64.0,,,,,,,,,,,,
S07087,Alexis Gutierrez,2006-11-05,Grade 3,449.979.5478x7478,19.0,0.0,1.0,82.0,,,,,,,,,,,,
S07088,Mrs. Cassandra Butler DVM,,Grade 3,001-685-737-1140x24452,13.0,0.0,0.0,46.0,,,,,,,,,,,,
S07089,Shaun Mccullough,2010-01-18,Grade 3,214.372.3343,15.0,0.0,1.0,100.0,,,,,,,,,,,,
S07090,jacqueline reynolds,2014-07-27,Grade 5,(396)331-5238,11.0,1.0,1.0,79.0,,,,,,,,,,,,
S07091,Corey Jones,2012-06-19,Grade 3,290-898-1976x330,13.0,0.0,1.0,55.0,,,,,,,,,,,,
S07092,Allison Chavez,2016-02-07,Grade 4,446.978.7680x62512,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S07093,Aaron Taylor,2016-07-31,Grade 5,416-863-2691,9.0,1.0,1.0,51.0,,,,,,,,,,,,
S07094,Wendy Gonzalez,2010-08-07,Grade 1,592.498.2020,15.0,0.0,0.0,68.0,,,,,,,,,,,,
S07095,Erica Koch,2007-10-02,Grade 4,001-632-481-0988,18.0,0.0,0.0,82.0,,,,,,,,,,,,
S07096,Kelly Alvarez,,Grade 2,856-257-6885,13.0,0.0,1.0,55.0,,,,,,,,,,,,
S07097,Danny Foster,2018-05-04,Grade 1,289.958.1565,7.0,1.0,0.0,63.0,,,,,,,,,,,,
S07098,dr. sharon bailey,2018-09-17,Grade 3,(899)264-8723,7.0,0.0,0.0,55.0,,,,,,,,,,,,
S07099,James Williams,2015-02-05,Grade 2,8443818316,10.0,1.0,0.0,40.0,,,,,,,,,,,,
S07100,Heidi Lee,2015-08-05,Grade 5,001-575-831-1510x8125,10.0,0.0,0.0,67.0,,,,,,,,,,,,
S07101,Julian Lopez,2006-07-12,Grade 1,652.843.7176x4224,19.0,0.0,1.0,70.0,,,,,,,,,,,,
S07102,Heather Deleon,2007-05-02,Grade 4,(452)504-7366x80320,18.0,1.0,0.0,68.0,,,,,,,,,,,,
S07103,michael flores,2008-05-25,Grade 2,+1-854-515-1738,17.0,1.0,1.0,57.0,,,,,,,,,,,,
S07104,Matthew Bailey,2017-12-14,Grade 5,+1-480-863-5829,7.0,0.0,0.0,87.0,,,,,,,,,,,,
S07105,Ryan Schmitt,2009-09-12,Grade 3,(306)607-7653x903,16.0,0.0,1.0,57.0,,,,,,,,,,,,
S07106,Mary Duke,,Grade 1,2997868594,13.0,1.0,0.0,70.0,,,,,,,,,,,,
S07107,Kayla Schwartz,2009-01-30,Grade 5,001-295-950-7748x5377,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S07108,Ann Anderson,2018-05-20,Grade 4,900-771-1936x192,7.0,0.0,1.0,70.0,,,,,,,,,,,,
S07109,Edward Lamb,2016-07-14,Grade 3,404-314-2983x680,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S07110,Dr. Amanda Morales,2017-03-27,Grade 4,795.409.2816,8.0,0.0,0.0,88.0,,,,,,,,,,,,
S07111,Phillip Mayer,2011-07-14,Grade 4,001-672-350-7669x8125,14.0,0.0,1.0,81.0,,,,,,,,,,,,
S07112,Ronald Austin,2014-12-29,Grade 4,277-832-8825,10.0,1.0,1.0,54.0,,,,,,,,,,,,
S07113,Megan Mendez,2006-04-15,Grade 3,444-431-7638x4730,19.0,0.0,0.0,69.0,,,,,,,,,,,,
S07114,Julie Collins,2007-08-05,Grade 2,+1-759-851-9583,18.0,0.0,0.0,90.0,,,,,,,,,,,,
S07115,Jeremy Goodwin,2015-03-27,Grade 4,(649)763-7010,10.0,1.0,0.0,93.0,,,,,,,,,,,,
S07116,Antonio Lewis,2011-06-08,Grade 3,(520)218-2281x247,14.0,1.0,1.0,95.0,,,,,,,,,,,,
S07117,Holly Buck,2013-08-17,Grade 1,001-243-669-9447,12.0,1.0,0.0,70.0,,,,,,,,,,,,
S07118,Brandon Barnes,2016-04-17,Grade 1,869.743.5261x979,9.0,1.0,1.0,70.0,,,,,,,,,,,,
S07119,Julie Mcmillan,2017-11-18,Grade 3,9129115932,8.0,1.0,0.0,47.0,,,,,,,,,,,,
S07120,vanessa harrison,2013-11-03,Grade 5,+1-823-930-8440x6748,12.0,1.0,0.0,51.0,,,,,,,,,,,,
S07121,Taylor Smith,2008-09-29,Grade 4,+1-639-943-4791x2661,17.0,0.0,0.0,40.0,,,,,,,,,,,,
S07122,Paige Mejia,2014-01-24,Grade 3,001-616-820-3032x733,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S07123,Adam Wong,2006-03-19,Grade 2,933.207.1597x98134,19.0,0.0,0.0,86.0,,,,,,,,,,,,
S07124,Shelley Richardson,2008-02-02,Grade 4,+1-252-743-5366,17.0,0.0,1.0,49.0,,,,,,,,,,,,
S07125,William Sosa,,Grade 5,+1-723-848-0282,13.0,0.0,1.0,99.0,,,,,,,,,,,,
S07126,Samantha Downs,2008-09-12,Grade 5,001-464-618-5696x914,17.0,0.0,0.0,77.0,,,,,,,,,,,,
S07127,Paul Fields,2018-06-23,Grade 1,931.208.9984x6267,7.0,0.0,1.0,49.0,,,,,,,,,,,,
S07128,robert norton,2015-07-01,Grade 4,+1-989-383-6534,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S07129,Cody Baker,2009-08-08,Grade 1,631.549.9859x277,16.0,0.0,0.0,95.0,,,,,,,,,,,,
S07130,Andrea Scott,2018-03-14,Grade 1,+1-819-410-4184,7.0,0.0,0.0,94.0,,,,,,,,,,,,
S07131,James Olson,2011-01-30,Grade 4,217-200-9238,14.0,1.0,0.0,66.0,,,,,,,,,,,,
S07132,Miss Amanda Sanders,2007-06-05,Grade 2,+1-374-782-2663,18.0,0.0,0.0,97.0,,,,,,,,,,,,
S07133,Nicole Howell,2017-08-05,Grade 4,001-887-796-9932x35692,8.0,0.0,0.0,82.0,,,,,,,,,,,,
S07134,Michael Mcguire,2017-11-26,Grade 4,996.848.1631x32349,7.0,1.0,1.0,47.0,,,,,,,,,,,,
S07135,Stephanie Evans,2013-03-16,Grade 4,569-221-6569,12.0,1.0,0.0,74.0,,,,,,,,,,,,
S07136,lindsey mckay,2015-07-28,Grade 1,859.555.0154,10.0,1.0,0.0,62.0,,,,,,,,,,,,
S07137,Daniel Franklin,2016-05-16,Grade 2,7395704362,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S07138,Rachel White,,Grade 5,001-216-309-0823x7137,13.0,0.0,0.0,80.0,,,,,,,,,,,,
S07139,Keith Church,2014-01-14,Grade 5,851-994-0817x030,11.0,0.0,1.0,74.0,,,,,,,,,,,,
S07140,Brian Kelly,2014-03-25,Grade 5,001-404-449-4689x7018,11.0,0.0,0.0,70.0,,,,,,,,,,,,
S07141,Gregory Bennett,2016-01-15,Grade 1,+1-779-801-0454x4933,9.0,0.0,1.0,93.0,,,,,,,,,,,,
S07142,David Smith,2006-03-20,Grade 2,(616)715-0969,19.0,0.0,1.0,41.0,,,,,,,,,,,,
S07143,Sara Sutton,2006-11-23,Grade 2,001-737-490-2764x1856,19.0,0.0,0.0,57.0,,,,,,,,,,,,
S07144,Adam Allison,2016-07-29,Grade 5,987.457.8733x1815,9.0,1.0,1.0,94.0,,,,,,,,,,,,
S07145,Ryan Garcia,2016-11-07,Grade 1,911-495-3028x242,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S07146,Jeffrey Blackburn,2010-08-21,Grade 2,(456)417-8548,15.0,1.0,1.0,85.0,,,,,,,,,,,,
S07147,Stacy Ray,2009-12-11,Grade 4,+1-536-350-3651x9998,15.0,0.0,0.0,49.0,,,,,,,,,,,,
S07148,Alexandra Alvarez,2009-11-23,Grade 1,417-307-7445x1639,15.0,1.0,0.0,70.0,,,,,,,,,,,,
S07149,Martha Wong,2006-05-04,Grade 5,001-317-860-4658x40634,19.0,0.0,1.0,80.0,,,,,,,,,,,,
S07150,Derek Cohen,2013-03-09,Grade 5,+1-941-588-1451,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S07151,Wendy Brennan,2018-09-10,Grade 4,291.508.2804x626,7.0,0.0,1.0,98.0,,,,,,,,,,,,
S07152,Brian Roy,2016-09-16,Grade 1,(816)288-9570,9.0,0.0,1.0,87.0,,,,,,,,,,,,
S07153,Sarah Brown,2010-08-17,Grade 4,927-735-9220x6002,15.0,1.0,1.0,79.0,,,,,,,,,,,,
S07154,Chloe Hernandez,2015-12-27,Grade 1,001-309-955-8130x3256,9.0,0.0,0.0,74.0,,,,,,,,,,,,
S07155,Judy Hughes,2012-05-27,Grade 4,739-229-7928x3721,13.0,0.0,0.0,61.0,,,,,,,,,,,,
S07156,Michael Nelson,2017-05-14,Grade 1,+1-526-544-3725x222,8.0,0.0,0.0,50.0,,,,,,,,,,,,
S07157,Michaela Pugh,2011-06-02,Grade 5,401-724-2939x91531,14.0,1.0,0.0,88.0,,,,,,,,,,,,
S07158,Mitchell Martin,2014-05-18,Grade 1,625-834-6215x717,11.0,1.0,0.0,69.0,,,,,,,,,,,,
S07159,James Trevino,2014-04-22,Grade 4,001-941-628-3205,11.0,0.0,0.0,79.0,,,,,,,,,,,,
S07160,Nicholas Russell,2016-10-28,Grade 2,4475009301,9.0,1.0,1.0,77.0,,,,,,,,,,,,
S07161,Carrie Perez,2011-11-06,Grade 5,001-396-391-2406,14.0,1.0,0.0,41.0,,,,,,,,,,,,
S07162,William Wilson,2018-04-19,Grade 4,001-795-543-9357x83163,7.0,0.0,1.0,55.0,,,,,,,,,,,,
S07163,David Davis,2009-12-28,Grade 1,(892)745-7918x11158,15.0,0.0,1.0,87.0,,,,,,,,,,,,
S07164,Stephen Barnett,2017-10-12,Grade 4,001-700-465-4224,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S07165,Danielle Foster,2009-04-10,Grade 5,976-534-9731,16.0,0.0,1.0,53.0,,,,,,,,,,,,
S07166,lisa anthony,2012-02-21,Grade 3,295-481-5037x278,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S07167,William Coffey,2006-03-14,Grade 4,273.926.4349x0765,19.0,1.0,0.0,95.0,,,,,,,,,,,,
S07168,Larry Riley,2009-01-03,Grade 3,583.336.9059x5585,16.0,0.0,0.0,77.0,,,,,,,,,,,,
S07169,jacob lee,2016-03-19,Grade 1,473.736.1718x8618,9.0,0.0,0.0,60.0,,,,,,,,,,,,
S07170,Brooke Burns,2015-07-03,Grade 5,+1-896-351-3815x6310,10.0,1.0,1.0,67.0,,,,,,,,,,,,
S07171,Kari Figueroa,2010-01-25,Grade 3,+1-539-920-8973,15.0,0.0,1.0,43.0,,,,,,,,,,,,
S07172,Ryan Caldwell,2018-06-25,Grade 4,333.345.4573x78501,7.0,0.0,0.0,100.0,,,,,,,,,,,,
S07173,Max Mills,,Grade 4,001-642-348-9544x47028,13.0,0.0,1.0,44.0,,,,,,,,,,,,
S07174,Joe Levine,2010-04-04,Grade 4,414-869-6577x132,15.0,1.0,0.0,70.0,,,,,,,,,,,,
S07175,Joshua Odonnell,,Grade 3,575-757-8565,13.0,1.0,1.0,70.0,,,,,,,,,,,,
S07176,sharon higgins,2015-02-02,Grade 5,8359643730,10.0,0.0,1.0,78.0,,,,,,,,,,,,
S07177,timothy deleon,2006-09-27,Grade 3,302.662.5753x815,19.0,0.0,0.0,92.0,,,,,,,,,,,,
S07178,ashlee morales,2018-05-08,Grade 2,(888)967-5785x006,7.0,1.0,1.0,40.0,,,,,,,,,,,,
S07179,Kenneth West,2015-04-08,Grade 1,+1-553-295-9716x754,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S07180,Trevor Joseph,2008-01-04,Grade 1,402-787-5933x75600,17.0,0.0,1.0,72.0,,,,,,,,,,,,
S07181,Frank Doyle,2014-07-26,Grade 2,unknown,11.0,0.0,1.0,83.0,,,,,,,,,,,,
S07182,charles phillips,2017-07-12,Grade 2,(877)359-1998x733,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S07183,Crystal Harris,2013-02-09,Grade 1,403-314-8526x208,12.0,0.0,0.0,83.0,,,,,,,,,,,,
S07184,Misty Horn,2011-01-19,Grade 4,517-763-8089,14.0,0.0,1.0,47.0,,,,,,,,,,,,
S07185,Sydney Dixon,,Grade 2,463-820-5230,13.0,0.0,1.0,40.0,,,,,,,,,,,,
S07186,Pamela Johnson,2010-03-22,Grade 1,001-359-214-6711x43629,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S07187,Catherine Walker,2008-04-01,Grade 5,595-603-6883,17.0,1.0,1.0,47.0,,,,,,,,,,,,
S07188,Kelly Hill,2006-05-17,Grade 5,+1-440-420-8184x76012,19.0,0.0,0.0,86.0,,,,,,,,,,,,
S07189,Carla Hinton,2013-07-20,Grade 2,unknown,12.0,0.0,0.0,60.0,,,,,,,,,,,,
S07190,abigail soto,2013-01-10,Grade 1,553-554-7843x79696,12.0,0.0,0.0,40.0,,,,,,,,,,,,
S07191,Amy Crawford,2006-06-15,Grade 3,001-260-382-4232x0708,19.0,0.0,1.0,91.0,,,,,,,,,,,,
S07192,Vanessa Robertson,2007-10-21,Grade 2,448.987.1626x484,18.0,0.0,1.0,78.0,,,,,,,,,,,,
S07193,mr. hector sutton jr.,2011-12-23,Grade 1,+1-890-359-3393x8327,13.0,0.0,0.0,96.0,,,,,,,,,,,,
S07194,Ebony Guzman,2011-12-14,Grade 3,(645)714-5259,13.0,0.0,0.0,82.0,,,,,,,,,,,,
S07195,Christy Fields,2011-07-17,Grade 3,001-376-630-7875x19551,14.0,0.0,1.0,40.0,,,,,,,,,,,,
S07196,Amy Richardson,2013-09-28,Grade 2,(382)337-2115,12.0,1.0,0.0,59.0,,,,,,,,,,,,
S07197,Fernando Henry,2015-05-10,Grade 3,+1-512-226-0382,10.0,1.0,0.0,75.0,,,,,,,,,,,,
S07198,Jonathan Johnson,,Grade 2,676-495-4109x09854,13.0,0.0,0.0,56.0,,,,,,,,,,,,
S07199,Stephen Douglas,2013-04-26,Grade 5,+1-998-885-1670,12.0,1.0,0.0,44.0,,,,,,,,,,,,
S07200,Kimberly Mejia,2010-04-23,Grade 3,(529)295-5511x4922,15.0,0.0,0.0,57.0,,,,,,,,,,,,
S07201,Chase Weber,2006-11-30,Grade 5,(473)946-4024,18.0,0.0,0.0,68.0,,,,,,,,,,,,
S07202,Madeline Rojas,2009-04-19,Grade 1,447.520.7779x463,16.0,1.0,1.0,89.0,,,,,,,,,,,,
S07203,Roger Underwood,,Grade 3,(868)977-4808x501,13.0,0.0,0.0,50.0,,,,,,,,,,,,
S07204,David Simpson,2014-04-30,Grade 2,+1-706-234-4320,11.0,0.0,1.0,64.0,,,,,,,,,,,,
S07205,Stephanie Howell,2007-05-06,Grade 5,387-832-4113x23689,18.0,0.0,0.0,50.0,,,,,,,,,,,,
S07206,Diana Cruz,2017-01-25,Grade 2,+1-572-234-0902x622,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S07207,Alison Henderson,2008-07-22,Grade 2,587-748-1172,17.0,1.0,0.0,56.0,,,,,,,,,,,,
S07208,Nicole Mccoy,2009-07-21,Grade 1,3507693849,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S07209,Brian Stout,2008-07-20,Grade 3,+1-392-852-4177,17.0,0.0,0.0,84.0,,,,,,,,,,,,
S07210,Sandra Vang,2007-01-02,Grade 2,962-524-5881x597,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S07211,jesse williams,2006-03-21,Grade 4,+1-608-244-8913x20521,19.0,0.0,1.0,46.0,,,,,,,,,,,,
S07212,Laurie Rose,2014-02-04,Grade 3,unknown,11.0,0.0,1.0,44.0,,,,,,,,,,,,
S07213,Troy Dudley,2017-07-25,Grade 2,001-997-972-6752x40171,8.0,1.0,0.0,70.0,,,,,,,,,,,,
S07214,angela ramos,2018-03-30,Grade 4,(732)717-7765x995,7.0,0.0,1.0,49.0,,,,,,,,,,,,
S07215,Nicole Norton,2007-08-19,Grade 3,869-506-9457x4595,18.0,0.0,0.0,95.0,,,,,,,,,,,,
S07216,Miguel Johnston,2017-09-19,Grade 3,+1-704-949-4805x083,8.0,0.0,0.0,53.0,,,,,,,,,,,,
S07217,John Lee,2009-07-06,Grade 2,310-999-2534x9600,16.0,0.0,0.0,59.0,,,,,,,,,,,,
S07218,Janet Wells,2012-03-11,Grade 1,+1-698-729-4621x3114,13.0,0.0,1.0,44.0,,,,,,,,,,,,
S07219,Garrett Vang,2015-08-06,Grade 5,001-515-550-3785x012,10.0,1.0,1.0,85.0,,,,,,,,,,,,
S07220,Anna Fields,2010-07-25,Grade 1,(235)939-5702,15.0,1.0,0.0,85.0,,,,,,,,,,,,
S07221,Richard Castro,2006-03-28,Grade 1,001-673-755-3154x36586,19.0,1.0,0.0,90.0,,,,,,,,,,,,
S07222,Judy Stewart,2013-06-11,Grade 1,383.921.5231x59996,12.0,1.0,0.0,52.0,,,,,,,,,,,,
S07223,Katrina Moses,2011-06-14,Grade 5,671.313.8074,14.0,0.0,1.0,75.0,,,,,,,,,,,,
S07224,Scott Robles,2009-08-13,Grade 2,+1-775-472-3427x85477,16.0,0.0,1.0,100.0,,,,,,,,,,,,
S07225,jodi galvan,2013-11-25,Grade 2,001-272-295-5900,11.0,0.0,0.0,40.0,,,,,,,,,,,,
S07226,Bryan Ponce,2007-12-01,Grade 5,789.722.4862x25578,17.0,0.0,1.0,93.0,,,,,,,,,,,,
S07227,Richard Johnson,2008-06-05,Grade 3,998-273-3063,17.0,0.0,1.0,41.0,,,,,,,,,,,,
S07228,Gary Mitchell,2006-11-30,Grade 4,001-658-294-1318,18.0,0.0,0.0,69.0,,,,,,,,,,,,
S07229,Terry Wall,2008-05-07,Grade 2,555-402-8765,17.0,1.0,0.0,71.0,,,,,,,,,,,,
S07230,Lauren White,2016-09-28,Grade 3,001-990-859-9408x10672,9.0,1.0,1.0,61.0,,,,,,,,,,,,
S07231,Edward Brown,2010-05-26,Grade 3,001-582-885-8761x33473,15.0,0.0,1.0,88.0,,,,,,,,,,,,
S07232,Richard Hamilton,2018-01-03,Grade 3,784-279-5344x2490,7.0,0.0,0.0,70.0,,,,,,,,,,,,
S07233,Julia Miller,2013-08-11,Grade 4,+1-355-564-2901x998,12.0,1.0,0.0,80.0,,,,,,,,,,,,
S07234,Tiffany Cherry,2013-06-07,Grade 2,(962)855-1426x1307,12.0,1.0,0.0,70.0,,,,,,,,,,,,
S07235,Christopher Banks,2017-05-30,Grade 5,(593)972-6585x488,8.0,0.0,1.0,50.0,,,,,,,,,,,,
S07236,Susan Garza,2010-01-06,Grade 2,(750)329-9443,15.0,0.0,1.0,41.0,,,,,,,,,,,,
S07237,Mitchell Perez,2006-04-28,Grade 2,941-381-3684,19.0,1.0,0.0,99.0,,,,,,,,,,,,
S07238,Robert Hudson,,Grade 4,(768)240-2914x2689,13.0,0.0,0.0,76.0,,,,,,,,,,,,
S07239,William Smith,,Grade 1,+1-379-549-0230,13.0,0.0,1.0,46.0,,,,,,,,,,,,
S07240,Marissa Hall,2009-09-08,Grade 5,001-883-383-8169,16.0,0.0,0.0,72.0,,,,,,,,,,,,
S07241,vicki patterson,2009-08-26,Grade 1,400-337-1673x2235,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S07242,Edwin Mcdaniel,2013-03-14,Grade 2,654.737.5119x591,12.0,0.0,0.0,52.0,,,,,,,,,,,,
S07243,Jesse Kaiser,2008-04-18,Grade 3,+1-970-513-3456,17.0,0.0,0.0,52.0,,,,,,,,,,,,
S07244,Chelsea Hernandez,2007-08-24,Grade 3,unknown,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S07245,Dr. Kristina Lee,2016-01-01,Grade 4,365.408.6137x926,9.0,0.0,1.0,44.0,,,,,,,,,,,,
S07246,Gina Spencer,2006-06-14,Grade 5,(363)481-5066,19.0,0.0,1.0,81.0,,,,,,,,,,,,
S07247,thomas james,2012-07-03,Grade 5,(261)562-8240x21090,13.0,1.0,1.0,79.0,,,,,,,,,,,,
S07248,anthony gilbert,2009-01-06,Grade 4,2974151581,16.0,1.0,1.0,70.0,,,,,,,,,,,,
S07249,Dean Vargas,,Grade 1,201-366-1060,13.0,0.0,0.0,53.0,,,,,,,,,,,,
S07250,Rodney Simpson,2008-11-24,Grade 2,(761)888-7540,16.0,0.0,0.0,89.0,,,,,,,,,,,,
S07251,Amanda Watson,2018-02-07,Grade 1,+1-438-295-5448x2406,7.0,0.0,0.0,75.0,,,,,,,,,,,,
S07252,Erica Tucker,2013-06-16,Grade 3,001-945-345-2795x6569,12.0,0.0,1.0,43.0,,,,,,,,,,,,
S07253,Michael Young,2008-04-15,Grade 1,+1-381-749-5473x175,17.0,0.0,0.0,85.0,,,,,,,,,,,,
S07254,Sabrina Yates,2013-10-29,Grade 4,969.617.8728,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S07255,andrew jimenez,2011-05-11,Grade 3,569-493-2772,14.0,0.0,1.0,77.0,,,,,,,,,,,,
S07256,Jose Hall,,Grade 4,(791)471-4714x5742,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S07257,Nancy Nelson,2017-12-01,Grade 4,655.406.6257x30047,7.0,0.0,0.0,70.0,,,,,,,,,,,,
S07258,Julia Bryan,,Grade 1,8112223159,13.0,0.0,0.0,47.0,,,,,,,,,,,,
S07259,Ann White,2007-08-26,Grade 4,(367)768-0476,18.0,1.0,1.0,60.0,,,,,,,,,,,,
S07260,Sarah Morris,2015-05-11,Grade 3,(545)296-4965x2700,10.0,0.0,1.0,96.0,,,,,,,,,,,,
S07261,Stefanie Murphy,2016-02-17,Grade 1,993.654.7261x39630,9.0,1.0,0.0,90.0,,,,,,,,,,,,
S07262,Antonio Walter DDS,2014-07-27,Grade 3,+1-869-543-0691x6000,11.0,0.0,0.0,58.0,,,,,,,,,,,,
S07263,Chad Carter,2016-10-24,Grade 3,8143999080,9.0,1.0,1.0,70.0,,,,,,,,,,,,
S07264,Richard Mcdonald III,2011-12-17,Grade 4,414.443.8093x383,13.0,0.0,1.0,48.0,,,,,,,,,,,,
S07265,Matthew Glass,2012-06-16,Grade 5,+1-962-362-1048x09753,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S07266,Charles Johnson,2008-03-02,Grade 1,5143252604,17.0,0.0,0.0,75.0,,,,,,,,,,,,
S07267,Lauren Hayes,2016-08-20,Grade 3,001-384-835-2915x4334,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S07268,Scott Smith,2011-06-10,Grade 2,(660)584-2536,14.0,0.0,1.0,44.0,,,,,,,,,,,,
S07269,Toni Fuller,2013-05-05,Grade 2,unknown,12.0,1.0,0.0,98.0,,,,,,,,,,,,
S07270,Jason Nguyen,2008-03-02,Grade 5,+1-678-718-2602x37510,17.0,1.0,1.0,91.0,,,,,,,,,,,,
S07271,Dylan Steele,2006-09-21,Grade 4,320-985-6680,19.0,0.0,1.0,63.0,,,,,,,,,,,,
S07272,Tina Allen,2008-10-30,Grade 2,001-749-582-9065x7993,17.0,0.0,1.0,83.0,,,,,,,,,,,,
S07273,Sherry Rodriguez,2009-11-03,Grade 2,632-877-6135x8415,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S07274,Charles Bryan,2015-02-20,Grade 5,001-359-694-6197x617,10.0,0.0,1.0,66.0,,,,,,,,,,,,
S07275,Wesley Brewer,,Grade 3,9908771552,13.0,1.0,1.0,76.0,,,,,,,,,,,,
S07276,David Payne,,Grade 2,417.689.6592x8643,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S07277,Shawna Osborn,2018-12-12,Grade 5,(797)749-3269,6.0,0.0,0.0,47.0,,,,,,,,,,,,
S07278,Jordan Chen,2017-01-27,Grade 4,5414753995,8.0,0.0,1.0,42.0,,,,,,,,,,,,
S07279,lauren maldonado dds,2018-08-08,Grade 5,(780)520-8865x75690,7.0,0.0,0.0,99.0,,,,,,,,,,,,
